timestamp,gearbox_oil_temp,gearbox_bearing_temp,vibration_x,vibration_y,vibration_z,oil_pressure,particle_count,is_anomaly
2026-06-14 13:40:00,62.53,68.53,0.023,0.0212,0.0265,4.35,840,0
2026-06-14 13:50:00,61.42,67.63,0.0147,0.0136,0.0169,4.38,840,0
2026-06-14 14:00:00,62.48,70.07,0.0194,0.0179,0.0223,4.39,840,0
2026-06-14 14:10:00,62.22,69.73,0.0158,0.0145,0.0181,4.37,840,0
2026-06-14 14:20:00,61.54,68.89,0.018,0.0166,0.0207,4.3,840,0
2026-06-14 14:30:00,62.09,71.64,0.0191,0.0175,0.0219,4.36,840,0
2026-06-14 14:40:00,61.79,67.81,0.0177,0.0163,0.0204,4.29,840,0
2026-06-14 14:50:00,61.39,68.03,0.0179,0.0165,0.0206,4.32,840,0
2026-06-14 15:00:00,61.16,68.03,0.0164,0.0151,0.0189,4.4,840,0
2026-06-14 15:10:00,60.68,68.36,0.0211,0.0194,0.0242,4.28,840,0
2026-06-14 15:20:00,61.11,68.44,0.022,0.0202,0.0253,4.26,840,0
2026-06-14 15:30:00,62.07,68.28,0.0178,0.0164,0.0205,4.31,840,0
2026-06-14 15:40:00,61.05,69.09,0.0202,0.0185,0.0232,4.3,840,0
2026-06-14 15:50:00,61.72,68.13,0.0217,0.02,0.025,4.36,840,0
2026-06-14 16:00:00,61.13,67.74,0.0151,0.0139,0.0174,4.31,840,0
2026-06-14 16:10:00,61.56,70.25,0.0181,0.0167,0.0209,4.34,840,0
2026-06-14 16:20:00,61.37,67.41,0.0169,0.0156,0.0195,4.33,840,0
2026-06-14 16:30:00,60.42,67.09,0.0192,0.0177,0.0221,4.39,840,0
2026-06-14 16:40:00,61.97,70.62,0.0139,0.0128,0.016,4.35,840,0
2026-06-14 16:50:00,61.34,68.9,0.0136,0.0125,0.0156,4.32,840,0
2026-06-14 17:00:00,61.24,67.4,0.0188,0.0173,0.0217,4.26,840,0
2026-06-14 17:10:00,60.67,66.7,0.0172,0.0158,0.0198,4.31,840,0
2026-06-14 17:20:00,60.15,66.19,0.0197,0.0181,0.0226,4.4,840,0
2026-06-14 17:30:00,60.43,67.87,0.0167,0.0154,0.0193,4.31,840,0
2026-06-14 17:40:00,61.44,67.62,0.0174,0.016,0.02,4.36,840,0
2026-06-14 17:50:00,60.52,67.24,0.0143,0.0131,0.0164,4.34,840,0
2026-06-14 18:00:00,60.13,66.94,0.0179,0.0165,0.0206,4.34,840,0
2026-06-14 18:10:00,61.12,67.35,0.0173,0.0159,0.0199,4.36,840,0
2026-06-14 18:20:00,60.91,67.12,0.0223,0.0205,0.0257,4.3,840,0
2026-06-14 18:30:00,60.27,67.1,0.0175,0.0161,0.0201,4.34,840,0
2026-06-14 18:40:00,61.69,68.85,0.0186,0.0171,0.0214,4.35,840,0
2026-06-14 18:50:00,60.35,69.06,0.0191,0.0175,0.0219,4.34,841,0
2026-06-14 19:00:00,60.67,67.81,0.0134,0.0123,0.0154,4.41,841,0
2026-06-14 19:10:00,61.48,68.5,0.0188,0.0173,0.0216,4.32,841,0
2026-06-14 19:20:00,61.04,68.41,0.0174,0.016,0.02,4.32,841,0
2026-06-14 19:30:00,60.9,68.24,0.0164,0.0151,0.0189,4.37,841,0
2026-06-14 19:40:00,62.08,69.63,0.0168,0.0154,0.0193,4.35,841,0
2026-06-14 19:50:00,61.65,67.85,0.0182,0.0168,0.021,4.34,841,0
2026-06-14 20:00:00,61.18,68.57,0.0167,0.0153,0.0192,4.3,841,0
2026-06-14 20:10:00,61.19,68.39,0.016,0.0147,0.0184,4.45,841,0
2026-06-14 20:20:00,62.02,68.76,0.0172,0.0158,0.0198,4.33,841,0
2026-06-14 20:30:00,61.52,67.57,0.0166,0.0152,0.0191,4.33,841,0
2026-06-14 20:40:00,62.05,68.17,0.0182,0.0167,0.0209,4.35,841,0
2026-06-14 20:50:00,61.05,69.12,0.0172,0.0158,0.0198,4.3,841,0
2026-06-14 21:00:00,62.12,68.5,0.0184,0.017,0.0212,4.3,841,0
2026-06-14 21:10:00,61.04,67.89,0.0151,0.0139,0.0173,4.37,841,0
2026-06-14 21:20:00,62.66,70.29,0.0135,0.0124,0.0156,4.36,841,0
2026-06-14 21:30:00,61.07,69.09,0.0203,0.0187,0.0233,4.32,841,0
2026-06-14 21:40:00,62.52,68.58,0.0183,0.0168,0.021,4.22,841,0
2026-06-14 21:50:00,61.91,69.06,0.0192,0.0176,0.022,4.31,841,0
2026-06-14 22:00:00,62.69,68.8,0.0172,0.0158,0.0198,4.42,841,0
2026-06-14 22:10:00,62.36,69.51,0.0168,0.0154,0.0193,4.3,841,0
2026-06-14 22:20:00,62.64,68.66,0.0162,0.0149,0.0186,4.25,841,0
2026-06-14 22:30:00,62.79,69.08,0.0213,0.0196,0.0245,4.4,841,0
2026-06-14 22:40:00,62.17,69.58,0.0208,0.0191,0.0239,4.42,841,0
2026-06-14 22:50:00,62.55,68.77,0.0197,0.0181,0.0227,4.4,841,0
2026-06-14 23:00:00,61.68,68.25,0.0211,0.0195,0.0243,4.34,841,0
2026-06-14 23:10:00,62.64,71.14,0.0171,0.0158,0.0197,4.25,841,0
2026-06-14 23:20:00,63.6,70.27,0.0165,0.0152,0.019,4.38,841,0
2026-06-14 23:30:00,62.23,69.28,0.0162,0.0149,0.0186,4.35,841,0
2026-06-14 23:40:00,63.29,69.87,0.0187,0.0172,0.0215,4.31,841,0
2026-06-14 23:50:00,63.32,69.38,0.0189,0.0174,0.0217,4.34,841,0
2026-06-15 00:00:00,63.67,70.47,0.0169,0.0155,0.0194,4.32,841,0
2026-06-15 00:10:00,64.66,70.8,0.015,0.0138,0.0172,4.37,841,0
2026-06-15 00:20:00,64.86,71.42,0.0183,0.0168,0.021,4.27,841,0
2026-06-15 00:30:00,64.78,71.06,0.0184,0.0169,0.0211,4.36,841,0
2026-06-15 00:40:00,64.34,71.09,0.0201,0.0185,0.0231,4.29,842,0
2026-06-15 00:50:00,64.17,70.74,0.0167,0.0154,0.0192,4.37,842,0
2026-06-15 01:00:00,64.21,72.36,0.0182,0.0168,0.021,4.35,842,0
2026-06-15 01:10:00,64.02,70.42,0.0161,0.0148,0.0186,4.29,842,0
2026-06-15 01:20:00,64.58,71.81,0.0158,0.0145,0.0182,4.34,842,0
2026-06-15 01:30:00,66.0,72.38,0.0177,0.0163,0.0203,4.15,842,0
2026-06-15 01:40:00,65.37,71.89,0.0193,0.0178,0.0222,4.27,842,0
2026-06-15 01:50:00,64.23,70.91,0.0194,0.0178,0.0223,4.32,842,0
2026-06-15 02:00:00,64.99,71.83,0.0177,0.0163,0.0204,4.31,842,0
2026-06-15 02:10:00,65.92,72.62,0.0197,0.0182,0.0227,4.35,842,0
2026-06-15 02:20:00,64.91,72.99,0.0182,0.0167,0.0209,4.28,842,0
2026-06-15 02:30:00,65.69,71.71,0.016,0.0147,0.0184,4.32,842,0
2026-06-15 02:40:00,65.66,72.31,0.017,0.0157,0.0196,4.26,842,0
2026-06-15 02:50:00,66.04,72.81,0.0179,0.0165,0.0206,4.42,842,0
2026-06-15 03:00:00,65.45,71.68,0.0188,0.0173,0.0216,4.35,842,0
2026-06-15 03:10:00,65.72,72.22,0.0167,0.0153,0.0192,4.32,842,0
2026-06-15 03:20:00,65.96,72.22,0.0203,0.0187,0.0233,4.26,842,0
2026-06-15 03:30:00,65.86,73.87,0.0171,0.0157,0.0196,4.34,842,0
2026-06-15 03:40:00,65.35,73.32,0.0152,0.014,0.0175,4.28,842,0
2026-06-15 03:50:00,66.15,74.17,0.0159,0.0147,0.0183,4.22,842,0
2026-06-15 04:00:00,65.42,72.24,0.0173,0.0159,0.0199,4.34,842,0
2026-06-15 04:10:00,66.62,73.02,0.0188,0.0173,0.0216,4.4,842,0
2026-06-15 04:20:00,65.42,73.26,0.0202,0.0186,0.0232,4.38,842,0
2026-06-15 04:30:00,66.91,74.9,0.0168,0.0155,0.0194,4.29,842,0
2026-06-15 04:40:00,66.51,73.5,0.0184,0.0169,0.0212,4.3,842,0
2026-06-15 04:50:00,66.89,72.9,0.0196,0.0181,0.0226,4.35,842,0
2026-06-15 05:00:00,66.44,74.28,0.02,0.0184,0.023,4.26,842,0
2026-06-15 05:10:00,66.51,73.35,0.0174,0.0161,0.0201,4.34,842,0
2026-06-15 05:20:00,65.91,73.55,0.0179,0.0165,0.0206,4.28,842,0
2026-06-15 05:30:00,66.74,73.32,0.0172,0.0158,0.0197,4.34,842,0
2026-06-15 05:40:00,66.68,73.38,0.0209,0.0192,0.0241,4.31,842,0
2026-06-15 05:50:00,66.47,74.06,0.0172,0.0158,0.0198,4.36,842,0
2026-06-15 06:00:00,67.03,74.06,0.0164,0.0151,0.0189,4.34,842,0
2026-06-15 06:10:00,66.4,74.1,0.0203,0.0187,0.0233,4.32,842,0
2026-06-15 06:20:00,67.09,73.12,0.0135,0.0125,0.0156,4.39,842,0
2026-06-15 06:30:00,66.09,73.11,0.0165,0.0151,0.0189,4.32,842,0
2026-06-15 06:40:00,66.25,74.67,0.0167,0.0153,0.0192,4.36,842,0
2026-06-15 06:50:00,66.28,72.6,0.0175,0.0161,0.0201,4.33,842,0
2026-06-15 07:00:00,66.31,73.49,0.0198,0.0183,0.0228,4.29,843,0
2026-06-15 07:10:00,66.71,72.83,0.0204,0.0188,0.0235,4.35,843,0
2026-06-15 07:20:00,65.72,72.6,0.017,0.0157,0.0196,4.25,843,0
2026-06-15 07:30:00,66.77,74.25,0.018,0.0165,0.0207,4.27,843,0
2026-06-15 07:40:00,66.68,73.49,0.0181,0.0166,0.0208,4.35,843,0
2026-06-15 07:50:00,65.68,73.64,0.0195,0.018,0.0225,4.33,843,0
2026-06-15 08:00:00,65.92,72.7,0.0199,0.0183,0.0229,4.32,843,0
2026-06-15 08:10:00,66.29,72.32,0.0195,0.0179,0.0224,4.37,843,0
2026-06-15 08:20:00,66.08,73.72,0.0204,0.0188,0.0235,4.37,843,0
2026-06-15 08:30:00,66.24,72.54,0.0179,0.0165,0.0206,4.26,843,0
2026-06-15 08:40:00,66.21,72.59,0.0193,0.0177,0.0222,4.28,843,0
2026-06-15 08:50:00,65.56,71.74,0.0182,0.0168,0.0209,4.44,843,0
2026-06-15 09:00:00,67.07,73.73,0.02,0.0184,0.0231,4.31,843,0
2026-06-15 09:10:00,65.96,72.53,0.0152,0.014,0.0175,4.34,843,0
2026-06-15 09:20:00,66.06,72.25,0.0189,0.0174,0.0217,4.32,843,0
2026-06-15 09:30:00,65.76,72.95,0.0199,0.0183,0.0228,4.26,843,0
2026-06-15 09:40:00,66.0,72.37,0.0196,0.018,0.0225,4.35,843,0
2026-06-15 09:50:00,64.42,70.5,0.0187,0.0172,0.0216,4.43,843,0
2026-06-15 10:00:00,64.97,71.36,0.0153,0.0141,0.0176,4.31,843,0
2026-06-15 10:10:00,65.15,71.59,0.0199,0.0183,0.0229,4.39,843,0
2026-06-15 10:20:00,64.54,72.12,0.0229,0.021,0.0263,4.33,843,0
2026-06-15 10:30:00,64.3,70.88,0.015,0.0138,0.0173,4.39,843,0
2026-06-15 10:40:00,64.43,70.92,0.0188,0.0173,0.0216,4.37,843,0
2026-06-15 10:50:00,64.77,71.16,0.0194,0.0179,0.0223,4.3,843,0
2026-06-15 11:00:00,65.64,72.17,0.0195,0.0179,0.0224,4.31,843,0
2026-06-15 11:10:00,64.76,71.79,0.0201,0.0185,0.0231,4.37,843,0
2026-06-15 11:20:00,63.88,71.95,0.0131,0.012,0.015,4.34,843,0
2026-06-15 11:30:00,64.33,70.66,0.0214,0.0197,0.0246,4.27,843,0
2026-06-15 11:40:00,63.99,71.19,0.015,0.0138,0.0172,4.31,843,0
2026-06-15 11:50:00,64.15,70.64,0.0195,0.018,0.0224,4.32,843,0
2026-06-15 12:00:00,63.34,69.59,0.0182,0.0167,0.0209,4.18,843,0
2026-06-15 12:10:00,63.18,70.25,0.0157,0.0145,0.0181,4.35,843,0
2026-06-15 12:20:00,63.2,69.43,0.0184,0.0169,0.0211,4.27,843,0
2026-06-15 12:30:00,63.62,71.03,0.018,0.0166,0.0207,4.36,843,0
2026-06-15 12:40:00,63.1,69.76,0.0197,0.0181,0.0227,4.33,843,0
2026-06-15 12:50:00,62.03,68.19,0.0172,0.0158,0.0197,4.3,843,0
2026-06-15 13:00:00,63.37,70.74,0.018,0.0166,0.0207,4.39,843,0
2026-06-15 13:10:00,62.92,69.15,0.0183,0.0168,0.021,4.29,843,0
2026-06-15 13:20:00,63.38,70.78,0.018,0.0165,0.0207,4.3,843,0
2026-06-15 13:30:00,62.06,69.54,0.0199,0.0183,0.0229,4.25,843,0
2026-06-15 13:40:00,62.37,68.41,0.0207,0.0191,0.0238,4.24,844,0
2026-06-15 13:50:00,61.29,68.27,0.0192,0.0177,0.0221,4.29,844,0
2026-06-15 14:00:00,60.91,67.21,0.014,0.0129,0.0161,4.31,844,0
2026-06-15 14:10:00,62.17,69.96,0.0195,0.018,0.0225,4.32,844,0
2026-06-15 14:20:00,61.04,67.76,0.0168,0.0154,0.0193,4.32,844,0
2026-06-15 14:30:00,60.96,67.63,0.0147,0.0135,0.0169,4.31,844,0
2026-06-15 14:40:00,60.91,68.2,0.0191,0.0176,0.022,4.34,844,0
2026-06-15 14:50:00,60.98,67.17,0.0189,0.0174,0.0217,4.43,844,0
2026-06-15 15:00:00,61.93,68.37,0.0214,0.0197,0.0246,4.28,844,0
2026-06-15 15:10:00,62.26,68.94,0.0167,0.0154,0.0192,4.38,844,0
2026-06-15 15:20:00,61.62,67.62,0.02,0.0184,0.0229,4.24,844,0
2026-06-15 15:30:00,60.08,66.7,0.0194,0.0178,0.0223,4.41,844,0
2026-06-15 15:40:00,61.28,68.75,0.0175,0.0161,0.0201,4.31,844,0
2026-06-15 15:50:00,60.93,67.49,0.0195,0.018,0.0225,4.36,844,0
2026-06-15 16:00:00,59.71,65.85,0.0189,0.0174,0.0218,4.33,844,0
2026-06-15 16:10:00,61.69,67.77,0.0206,0.019,0.0237,4.37,844,0
2026-06-15 16:20:00,60.62,67.11,0.0196,0.018,0.0225,4.34,844,0
2026-06-15 16:30:00,59.73,66.61,0.0191,0.0176,0.022,4.29,844,0
2026-06-15 16:40:00,60.6,67.64,0.0192,0.0177,0.0221,4.38,844,0
2026-06-15 16:50:00,60.15,67.34,0.0151,0.0139,0.0174,4.33,844,0
2026-06-15 17:00:00,60.13,66.36,0.019,0.0175,0.0218,4.25,844,0
2026-06-15 17:10:00,60.56,67.66,0.0147,0.0135,0.0169,4.33,844,0
2026-06-15 17:20:00,59.87,66.23,0.0159,0.0147,0.0183,4.39,844,0
2026-06-15 17:30:00,60.36,67.1,0.0205,0.0189,0.0236,4.23,844,0
2026-06-15 17:40:00,60.0,68.43,0.0156,0.0143,0.0179,4.28,844,0
2026-06-15 17:50:00,61.4,68.78,0.0174,0.016,0.02,4.26,844,0
2026-06-15 18:00:00,60.87,67.47,0.0201,0.0185,0.0231,4.34,844,0
2026-06-15 18:10:00,59.94,67.23,0.0203,0.0187,0.0234,4.2,844,0
2026-06-15 18:20:00,59.97,67.67,0.0179,0.0165,0.0206,4.4,844,0
2026-06-15 18:30:00,60.76,67.07,0.0171,0.0157,0.0197,4.32,844,0
2026-06-15 18:40:00,60.84,68.53,0.0174,0.016,0.02,4.36,845,0
2026-06-15 18:50:00,60.45,69.52,0.0174,0.016,0.02,4.28,845,0
2026-06-15 19:00:00,61.58,69.66,0.02,0.0184,0.023,4.32,845,0
2026-06-15 19:10:00,59.98,67.1,0.0181,0.0166,0.0208,4.32,845,0
2026-06-15 19:20:00,60.66,66.71,0.0137,0.0126,0.0158,4.35,845,0
2026-06-15 19:30:00,61.03,69.66,0.0232,0.0213,0.0266,4.29,845,0
2026-06-15 19:40:00,61.31,68.62,0.0176,0.0162,0.0203,4.29,845,0
2026-06-15 19:50:00,60.76,69.1,0.0126,0.0116,0.0145,4.26,845,0
2026-06-15 20:00:00,60.85,69.08,0.0181,0.0166,0.0208,4.33,845,0
2026-06-15 20:10:00,59.84,67.91,0.022,0.0203,0.0253,4.45,845,0
2026-06-15 20:20:00,61.94,69.91,0.018,0.0166,0.0207,4.28,845,0
2026-06-15 20:30:00,61.33,70.22,0.0172,0.0158,0.0198,4.34,845,0
2026-06-15 20:40:00,61.72,68.29,0.0198,0.0182,0.0227,4.3,845,0
2026-06-15 20:50:00,61.04,67.49,0.0174,0.016,0.02,4.31,845,0
2026-06-15 21:00:00,60.8,68.01,0.0169,0.0155,0.0194,4.36,845,0
2026-06-15 21:10:00,61.97,68.49,0.0164,0.0151,0.0189,4.29,845,0
2026-06-15 21:20:00,61.02,68.92,0.014,0.0129,0.0161,4.28,845,0
2026-06-15 21:30:00,60.48,66.98,0.0195,0.0179,0.0224,4.31,845,0
2026-06-15 21:40:00,61.02,67.85,0.0187,0.0172,0.0215,4.41,845,0
2026-06-15 21:50:00,62.15,69.54,0.0225,0.0207,0.0259,4.37,845,0
2026-06-15 22:00:00,62.97,69.61,0.0166,0.0153,0.0191,4.38,845,0
2026-06-15 22:10:00,62.46,69.72,0.0162,0.0149,0.0187,4.28,845,0
2026-06-15 22:20:00,61.67,68.52,0.0196,0.0181,0.0226,4.36,845,0
2026-06-15 22:30:00,62.05,69.53,0.0164,0.0151,0.0188,4.3,845,0
2026-06-15 22:40:00,62.97,71.34,0.0206,0.0189,0.0237,4.3,845,0
2026-06-15 22:50:00,63.06,70.63,0.0199,0.0183,0.0229,4.35,845,0
2026-06-15 23:00:00,62.08,69.48,0.0151,0.0139,0.0173,4.39,845,0
2026-06-15 23:10:00,63.09,69.18,0.0164,0.0151,0.0189,4.37,845,0
2026-06-15 23:20:00,63.3,69.84,0.0187,0.0172,0.0216,4.24,845,0
2026-06-15 23:30:00,63.13,71.09,0.0189,0.0174,0.0217,4.31,845,0
2026-06-15 23:40:00,63.03,69.55,0.0189,0.0173,0.0217,4.25,845,0
2026-06-15 23:50:00,62.64,68.74,0.0224,0.0206,0.0257,4.29,845,0
2026-06-16 00:00:00,62.56,69.07,0.0186,0.0171,0.0214,4.33,845,0
2026-06-16 00:10:00,63.21,69.27,0.0196,0.018,0.0225,4.31,845,0
2026-06-16 00:20:00,63.78,71.4,0.0186,0.0171,0.0214,4.33,846,0
2026-06-16 00:30:00,64.96,71.39,0.0179,0.0165,0.0206,4.38,846,0
2026-06-16 00:40:00,63.53,70.41,0.0213,0.0196,0.0245,4.32,846,0
2026-06-16 00:50:00,63.55,69.97,0.0171,0.0157,0.0196,4.38,846,0
2026-06-16 01:00:00,64.3,70.44,0.018,0.0166,0.0207,4.32,846,0
2026-06-16 01:10:00,64.08,70.6,0.0196,0.018,0.0225,4.37,846,0
2026-06-16 01:20:00,63.89,71.36,0.0174,0.016,0.02,4.26,846,0
2026-06-16 01:30:00,64.85,71.18,0.0126,0.0116,0.0145,4.3,846,0
2026-06-16 01:40:00,64.5,70.62,0.019,0.0175,0.0219,4.31,846,0
2026-06-16 01:50:00,64.59,71.95,0.0195,0.0179,0.0224,4.37,846,0
2026-06-16 02:00:00,65.17,72.27,0.0191,0.0176,0.022,4.39,846,0
2026-06-16 02:10:00,65.05,71.68,0.0164,0.0151,0.0189,4.38,846,0
2026-06-16 02:20:00,64.38,71.09,0.0188,0.0173,0.0216,4.34,846,0
2026-06-16 02:30:00,65.49,72.51,0.018,0.0165,0.0207,4.34,846,0
2026-06-16 02:40:00,65.13,71.43,0.0186,0.0171,0.0214,4.32,846,0
2026-06-16 02:50:00,66.03,72.62,0.0158,0.0145,0.0182,4.33,846,0
2026-06-16 03:00:00,64.44,72.11,0.0147,0.0135,0.0169,4.27,846,0
2026-06-16 03:10:00,65.59,73.15,0.0186,0.0172,0.0214,4.38,846,0
2026-06-16 03:20:00,66.92,73.07,0.0196,0.018,0.0225,4.31,846,0
2026-06-16 03:30:00,65.12,71.66,0.0178,0.0163,0.0204,4.3,846,0
2026-06-16 03:40:00,66.58,72.67,0.0203,0.0186,0.0233,4.39,846,0
2026-06-16 03:50:00,66.65,72.87,0.016,0.0147,0.0183,4.36,846,0
2026-06-16 04:00:00,66.52,73.43,0.0159,0.0146,0.0182,4.31,846,0
2026-06-16 04:10:00,65.97,72.63,0.021,0.0193,0.0241,4.38,846,0
2026-06-16 04:20:00,65.5,73.91,0.0174,0.016,0.02,4.42,846,0
2026-06-16 04:30:00,65.57,73.0,0.0211,0.0194,0.0243,4.35,846,0
2026-06-16 04:40:00,66.1,72.45,0.0175,0.0161,0.0201,4.28,846,0
2026-06-16 04:50:00,65.33,72.03,0.0184,0.0169,0.0211,4.43,846,0
2026-06-16 05:00:00,66.27,72.6,0.0187,0.0172,0.0215,4.38,846,0
2026-06-16 05:10:00,66.24,72.35,0.02,0.0184,0.023,4.33,846,0
2026-06-16 05:20:00,65.61,73.24,0.0191,0.0176,0.0219,4.33,847,0
2026-06-16 05:30:00,66.71,72.74,0.0206,0.019,0.0237,4.33,847,0
2026-06-16 05:40:00,65.71,72.13,0.018,0.0166,0.0207,4.27,847,0
2026-06-16 05:50:00,66.58,73.93,0.0203,0.0186,0.0233,4.31,847,0
2026-06-16 06:00:00,65.43,73.61,0.0181,0.0166,0.0208,4.32,847,0
2026-06-16 06:10:00,66.44,74.36,0.0175,0.0161,0.0201,4.36,847,0
2026-06-16 06:20:00,66.28,73.03,0.017,0.0156,0.0195,4.28,847,0
2026-06-16 06:30:00,65.68,72.51,0.0185,0.017,0.0213,4.26,847,0
2026-06-16 06:40:00,66.16,72.47,0.0155,0.0143,0.0179,4.39,847,0
2026-06-16 06:50:00,66.56,74.18,0.0178,0.0164,0.0205,4.25,847,0
2026-06-16 07:00:00,66.89,73.83,0.0169,0.0156,0.0195,4.36,847,0
2026-06-16 07:10:00,65.43,72.26,0.0165,0.0152,0.0189,4.31,847,0
2026-06-16 07:20:00,65.35,72.66,0.016,0.0148,0.0185,4.27,847,0
2026-06-16 07:30:00,65.38,73.78,0.018,0.0165,0.0206,4.29,847,0
2026-06-16 07:40:00,66.96,74.15,0.0184,0.0169,0.0211,4.3,847,0
2026-06-16 07:50:00,65.54,72.67,0.0183,0.0168,0.0211,4.31,847,0
2026-06-16 08:00:00,65.08,71.52,0.0152,0.014,0.0175,4.29,847,0
2026-06-16 08:10:00,65.48,73.34,0.0196,0.0181,0.0226,4.32,847,0
2026-06-16 08:20:00,65.32,72.27,0.0185,0.017,0.0213,4.32,847,0
2026-06-16 08:30:00,65.22,72.11,0.02,0.0184,0.0229,4.23,847,0
2026-06-16 08:40:00,66.19,73.03,0.0153,0.0141,0.0176,4.38,847,0
2026-06-16 08:50:00,66.29,72.6,0.0177,0.0163,0.0203,4.35,847,0
2026-06-16 09:00:00,64.73,71.11,0.018,0.0165,0.0207,4.3,847,0
2026-06-16 09:10:00,65.81,74.12,0.0193,0.0178,0.0222,4.37,847,0
2026-06-16 09:20:00,65.3,71.62,0.0199,0.0183,0.0228,4.3,847,0
2026-06-16 09:30:00,65.55,72.26,0.0167,0.0154,0.0192,4.29,847,0
2026-06-16 09:40:00,64.9,71.32,0.0236,0.0217,0.0271,4.31,847,0
2026-06-16 09:50:00,64.44,71.25,0.0168,0.0154,0.0193,4.22,847,0
2026-06-16 10:00:00,63.8,70.04,0.0205,0.0189,0.0236,4.38,847,0
2026-06-16 10:10:00,65.34,72.26,0.0151,0.0139,0.0174,4.39,847,0
2026-06-16 10:20:00,63.56,71.85,0.0189,0.0174,0.0217,4.36,847,0
2026-06-16 10:30:00,65.45,72.1,0.0198,0.0183,0.0228,4.33,847,0
2026-06-16 10:40:00,63.8,72.17,0.0183,0.0168,0.021,4.42,847,0
2026-06-16 10:50:00,64.55,71.33,0.0227,0.0209,0.0261,4.33,847,0
2026-06-16 11:00:00,64.06,71.1,0.0183,0.0169,0.0211,4.4,847,0
2026-06-16 11:10:00,64.53,71.04,0.0195,0.0179,0.0224,4.38,847,0
2026-06-16 11:20:00,64.26,72.11,0.0196,0.018,0.0225,4.33,847,0
2026-06-16 11:30:00,63.27,69.55,0.018,0.0165,0.0207,4.31,848,0
2026-06-16 11:40:00,63.93,70.84,0.0216,0.0199,0.0249,4.43,848,0
2026-06-16 11:50:00,62.93,69.72,0.0176,0.0162,0.0203,4.34,848,0
2026-06-16 12:00:00,63.06,70.12,0.0171,0.0157,0.0197,4.32,848,0
2026-06-16 12:10:00,63.32,69.42,0.0168,0.0154,0.0193,4.32,848,0
2026-06-16 12:20:00,63.76,70.64,0.0161,0.0148,0.0185,4.39,848,0
2026-06-16 12:30:00,62.78,71.04,0.0242,0.0223,0.0278,4.31,848,0
2026-06-16 12:40:00,62.51,69.24,0.0221,0.0203,0.0254,4.35,848,0
2026-06-16 12:50:00,62.3,68.59,0.0207,0.0191,0.0238,4.33,848,0
2026-06-16 13:00:00,61.81,69.34,0.0176,0.0162,0.0203,4.25,848,0
2026-06-16 13:10:00,62.63,69.12,0.0177,0.0163,0.0204,4.31,848,0
2026-06-16 13:20:00,62.33,68.64,0.0186,0.0172,0.0214,4.29,848,0
2026-06-16 13:30:00,61.29,68.29,0.019,0.0175,0.0219,4.26,848,0
2026-06-16 13:40:00,61.93,68.82,0.0217,0.0199,0.0249,4.36,848,0
2026-06-16 13:50:00,62.66,69.92,0.0197,0.0181,0.0226,4.42,848,0
2026-06-16 14:00:00,61.45,68.81,0.0184,0.017,0.0212,4.31,848,0
2026-06-16 14:10:00,62.05,68.72,0.0185,0.0171,0.0213,4.34,848,0
2026-06-16 14:20:00,61.37,67.38,0.018,0.0166,0.0207,4.42,848,0
2026-06-16 14:30:00,61.25,67.72,0.0153,0.0141,0.0176,4.3,848,0
2026-06-16 14:40:00,61.17,68.21,0.0156,0.0144,0.0179,4.4,848,0
2026-06-16 14:50:00,60.77,67.25,0.0174,0.016,0.02,4.35,848,0
2026-06-16 15:00:00,60.53,67.49,0.0203,0.0186,0.0233,4.33,848,0
2026-06-16 15:10:00,60.97,68.25,0.0196,0.018,0.0226,4.35,848,0
2026-06-16 15:20:00,61.7,68.2,0.018,0.0166,0.0207,4.24,848,0
2026-06-16 15:30:00,61.19,67.77,0.0169,0.0155,0.0194,4.4,848,0
2026-06-16 15:40:00,61.81,68.65,0.0171,0.0157,0.0197,4.25,848,0
2026-06-16 15:50:00,60.61,67.47,0.02,0.0184,0.023,4.38,848,0
2026-06-16 16:00:00,61.39,67.52,0.0173,0.0159,0.0198,4.34,848,0
2026-06-16 16:10:00,61.17,70.29,0.0172,0.0158,0.0197,4.27,848,0
2026-06-16 16:20:00,60.6,67.21,0.0182,0.0167,0.0209,4.27,848,0
2026-06-16 16:30:00,59.89,67.92,0.0168,0.0155,0.0194,4.39,848,0
2026-06-16 16:40:00,59.02,65.85,0.0163,0.015,0.0187,4.41,849,0
2026-06-16 16:50:00,60.16,67.75,0.0163,0.015,0.0188,4.37,849,0
2026-06-16 17:00:00,60.02,66.98,0.016,0.0148,0.0184,4.38,849,0
2026-06-16 17:10:00,60.23,67.52,0.019,0.0175,0.0218,4.33,849,0
2026-06-16 17:20:00,60.26,66.33,0.0183,0.0168,0.021,4.36,849,0
2026-06-16 17:30:00,60.13,66.5,0.0182,0.0168,0.021,4.34,849,0
2026-06-16 17:40:00,60.76,66.77,0.0193,0.0178,0.0222,4.28,849,0
2026-06-16 17:50:00,58.77,65.06,0.0214,0.0197,0.0246,4.29,849,0
2026-06-16 18:00:00,61.09,68.61,0.0162,0.0149,0.0186,4.33,849,0
2026-06-16 18:10:00,61.48,68.17,0.0166,0.0153,0.0191,4.33,849,0
2026-06-16 18:20:00,61.04,68.81,0.0185,0.017,0.0212,4.29,849,0
2026-06-16 18:30:00,60.17,66.2,0.0209,0.0193,0.0241,4.36,849,0
2026-06-16 18:40:00,59.44,66.35,0.0211,0.0194,0.0242,4.31,849,0
